"Url","FinalUrl","Status","ContentType","Title","H1","MetaDescription","Type","MigrationAction","SuggestedTarget","Note","InternalLinkCount","Error"
"https://www.arctic-spas.cz/bazen-wolverine.php","https://www.arctic-spas.cz/bazen-wolverine.php","200","text/html","Swimspa Wolverine - Arctic celoroční bazény","Celoroční bazén Wolverine swimspa","Venkovní swimspa vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model celoročního bazénu Wolverine. Popis, parametry, vybavení.","product_swimspa","migrate_product","","Aktivni swimspa.","184",""
"https://www.arctic-spas.cz/cedrove-doplnky.php","https://www.arctic-spas.cz/cedrove-doplnky.php","200","text/html","Cedrové doplňky k vířivkám Arctic","Doplňky z cedru","Doplňky z cedrového dřeva, stejného jako je kabinet vířivky. Vybavte si vířivku a okolí vířivky doplňky jako jsou schody, bary, věšáky, květináče, ...","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/cerpadla-core.php","https://www.arctic-spas.cz/cerpadla-core.php","200","text/html","Výkonná čerpadla - skvělá masáž","Čerpadla vířivek Arctic Spas vysoká účinnost","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis používaných motorů a čerpadel ve vířivkách Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/certifikaty.php","https://www.arctic-spas.cz/certifikaty.php","200","text/html","Certifikáty - Arctic Spas","Bezpečnostní certifikáty","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Bezpečnostní certifikáty a ocenění vířivek Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/content/download/2020/navod-arctic-classic-2020.pdf","https://www.arctic-spas.cz/content/download/2020/navod-arctic-classic-2020.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/2020/navod-arctic-core-2020.pdf","https://www.arctic-spas.cz/content/download/2020/navod-arctic-core-2020.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/2020/navod-arctic-custom-2020.pdf","https://www.arctic-spas.cz/content/download/2020/navod-arctic-custom-2020.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/AS-Brochure-2022_cz.pdf","https://www.arctic-spas.cz/content/download/AS-Brochure-2022_cz.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/as-sluzby-cenik-2022.pdf","https://arctic-spas.cz/404.php","200","text/html","404 \ Arctic Spas","404","Venkovní vířivky Arctic Spas - chybová stránka 404. Pokud zadáte nějakou starou nebo neexistující stránku, tato Vám pomůže.","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","1",""
"https://www.arctic-spas.cz/content/download/economy-mode.pdf","https://www.arctic-spas.cz/content/download/economy-mode.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/equipment-location.pdf","https://www.arctic-spas.cz/content/download/equipment-location.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/navod-arctic-2010.pdf","https://www.arctic-spas.cz/content/download/navod-arctic-2010.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/navod-arctic-2015.pdf","https://www.arctic-spas.cz/content/download/navod-arctic-2015.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/navod-arctic-2018.pdf","https://www.arctic-spas.cz/content/download/navod-arctic-2018.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/navod-arctic-2020-en.pdf","https://www.arctic-spas.cz/content/download/navod-arctic-2020-en.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/navod-coyote.pdf","https://www.arctic-spas.cz/content/download/navod-coyote.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/navod-onzen.pdf","https://www.arctic-spas.cz/content/download/navod-onzen.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/navod-spaboy-2017.pdf","https://www.arctic-spas.cz/content/download/navod-spaboy-2017.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/navod-veslarsky-trenazer.pdf","https://www.arctic-spas.cz/content/download/navod-veslarsky-trenazer.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-7-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-7-in.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-8-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-8-in.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-fox-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-fox-in.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-frontier-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-frontier-in.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-ocean-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-ocean-in.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-summitxl-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-summitxl-in.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/rozmery/rozmery-timberwolf-in.pdf","https://www.arctic-spas.cz/content/download/rozmery/rozmery-timberwolf-in.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/stavebni-pripravenost.pdf","https://www.arctic-spas.cz/content/download/stavebni-pripravenost.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/zaklady-upravy-vody.pdf","https://www.arctic-spas.cz/content/download/zaklady-upravy-vody.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/zaruky/zaruky-arctic.pdf","https://www.arctic-spas.cz/content/download/zaruky/zaruky-arctic.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/download/zaruky/zaruky-bear.pdf","https://www.arctic-spas.cz/content/download/zaruky/zaruky-bear.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/content/img/vybava/onspa/moznosti-pripojeni-do-site.pdf","https://www.arctic-spas.cz/content/img/vybava/onspa/moznosti-pripojeni-do-site.pdf","200","application/pdf","","","","download_asset","review_download","","Soubor ke stazeni; rozhodnout CPT download vs. repeater.","0",""
"https://www.arctic-spas.cz/cookies.php","https://www.arctic-spas.cz/cookies.php","200","text/html","Přehled využívaných cookies","Přehled využívaných cookies","Přehled využívaných cookies","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","82",""
"https://www.arctic-spas.cz/covana.php","https://www.arctic-spas.cz/covana.php","200","text/html","Automatický kryt vířivky - Covana","Automatický termokryt - altánek","Automatický zvedák krytu vířivky Covana. Termokryt, který plní roli i altánku.","product_other_sortiment","review_product_or_external","","Sirsi sortiment; overit full detail vs. landing/external shop.","86",""
"https://www.arctic-spas.cz/digitalni-rizeni.php","https://www.arctic-spas.cz/digitalni-rizeni.php","200","text/html","Digitální ovládání vířivky - Arctic Spas","Řízeno počítačem","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Digitální ovládání vířivky, dálkové ovládání, diagnostika, aplikace do mobilu.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/digitalni-rizeni-gecko.php","https://www.arctic-spas.cz/digitalni-rizeni-gecko.php","200","text/html","Gecko - digitální ovládání vířivky - Arctic Spas","Řídicí systém Gecko","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Digitální ovládání vířivky, dálkové ovládání, diagnostika, aplikace do mobilu.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/diskuze.php","https://www.arctic-spas.cz/diskuze.php","200","text/html","Odkazy - Arctic Spas","Reference a diskuze o vířivkách","Kontakty na výrobce a prodejce vířivek Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","96",""
"https://www.arctic-spas.cz/download.php","https://www.arctic-spas.cz/download.php","200","text/html","Ke stažení - vířivky Arctic Spas","Ke stažení - katalogy a manuály","Sekce ke stažení, kde máte k dispozici katalogy a uživatelské manuály nejen pro vířivky Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","130",""
"https://www.arctic-spas.cz/faq.php","https://www.arctic-spas.cz/faq.php","200","text/html","FAQ - časté otázky","Časté otázky FAQ","Časté otázky týkající se jak obchodní tak uživatelské části koupě a provozu venkovní vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","131",""
"https://www.arctic-spas.cz/filtrace-smart-virivky.php","https://www.arctic-spas.cz/filtrace-smart-virivky.php","200","text/html","Filtrace Smart u vířivek Arctic Spas","Progresivní Smart filtrace","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Osvětlení vířivky, možnosti.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/filtrace-virivky.php","https://www.arctic-spas.cz/filtrace-virivky.php","200","text/html","Filtrace u vířivek Arctic Spas","Dvojitý skimmer pro aktivní filtraci","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Osvětlení vířivky, možnosti.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/filtrace-virivky-core.php","https://www.arctic-spas.cz/filtrace-virivky-core.php","200","text/html","Filtrace u vířivek Arctic Spas","Skimmer pro aktivní filtraci","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Osvětlení vířivky, možnosti.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/filtry.php","https://www.arctic-spas.cz/filtry.php","200","text/html","Filtry pro vířivky Arctic Spas","Náhradní filtry do vířivky","Filtry používané ve vířivkách Arctic Spas. Filtrační vložky do vířivek mohou být buď umyvatelné nebo jednorázové, bezúdržbové.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","94",""
"https://www.arctic-spas.cz/fotogalerie-virivky.php","https://www.arctic-spas.cz/fotogalerie-virivky.php","200","text/html","Fotogalerie vířivky - Arctic Spas","Fotogalerie vířivek a swimspa","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Fotogalerie našich zákazníků.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","85",""
"https://www.arctic-spas.cz/hudba.php","https://www.arctic-spas.cz/hudba.php","200","text/html","Hudební systémy do vířivek Arctic Spas","Hudební systémy","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Volitelný hudební systém do vířivky, jeho popis a verze.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/index.php","https://www.arctic-spas.cz/index.php","200","text/html","Venkovní vířivky Arctic Spas","Nová modelová řada CUSTOM","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Prodej kanadských vířivek s nejefektivnějším provozem. Venkovní vířivky pro celoroční použití na terase, zahradě, pod střechou i pod širým nebem. Prodejna Brno.","home","migrate_page","/","Homepage.","113",""
"https://www.arctic-spas.cz/in-touch.php","https://www.arctic-spas.cz/in-touch.php","200","text/html","in.touch 2 - dálkové ovládání vířivky - Arctic Spas","in.touch 2 - kontrola přes internet","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Digitální ovládání vířivky, dálkové ovládání, diagnostika, aplikace do mobilu.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/izolace-heatlock.php","https://www.arctic-spas.cz/izolace-heatlock.php","200","text/html","Izolace vířivky - Arctic Spas - Heatlock","Obvodová izolace Heatlock ®","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis izolace vířivek.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/izolace-virivky.php","https://www.arctic-spas.cz/izolace-virivky.php","200","text/html","Izolace vířivky - Arctic Spas","Obvodová izolace FreeHeat™","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis izolace vířivek.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/kabinet-cedr.php","https://www.arctic-spas.cz/kabinet-cedr.php","200","text/html","Cedrový kabinet vířivky - Arctic Spas","Kabinet z kanadského červeného cedru","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Cedrový kabinet venkovní vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/kabinet-core.php","https://www.arctic-spas.cz/kabinet-core.php","200","text/html","Bezúdržbový kabinet vířivky - Arctic Spas - Core","Bezúdržbový kabinet Core","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Volitelný bezúdržbový kabinet venkovní vířivky. Vyrobený z kompozitního materiálu HighWood.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/kabinet-flex.php","https://www.arctic-spas.cz/kabinet-flex.php","200","text/html","Bezúdržbový kabinet vířivky - Arctic Spas","Bezúdržbový kabinet","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Volitelný bezúdržbový kabinet venkovní vířivky. Vyrobený z kompozitního materiálu HighWood.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/kariera.php","https://www.arctic-spas.cz/kariera.php","200","text/html","Bazény a vířivky - kariére","Kariéra u nás","Společnost BASPA s.r.o. provádí prodej, realizaci a servis rodinných plaveckých bazénů a venkovních i vnitřních vířivek. Naše služby jsou komplexní.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","89",""
"https://www.arctic-spas.cz/kolik-stoji-provoz-udrzba-virivky.php","https://www.arctic-spas.cz/kolik-stoji-provoz-udrzba-virivky.php","200","text/html","Kolik stojí provoz a údržba vířivky","Kolik stojí provoz a údržba vířivky?","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Zamyšlení nad provozem a údržbou vířivky. Náklady spojené s vlastnictvím venkovní vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/komfort-masaz.php","https://www.arctic-spas.cz/komfort-masaz.php","200","text/html","Komfort, masáž, terapie - Arctic Spas","Komfort a terapie ve vířivkách Arctic","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Komfort a hydroterapie ve vířivce.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/kontakt.php","https://www.arctic-spas.cz/kontakt.php","200","text/html","Venkovní vířivky - kontakt","Kontaktní informace","Venkovní vířivky a jejich příslušenství, kanadské špičkové výrobky. Prodejna vířivek - showroom Brno.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","87",""
"https://www.arctic-spas.cz/koupaci-sudy-kirami.php","https://www.arctic-spas.cz/koupaci-sudy-kirami.php","200","text/html","Koupací sudy Kirami","Koupací sudy Kirami","Venkovní koupací sudy od finského výrobce Kirami.","product_other_sortiment","review_product_or_external","","Sirsi sortiment; overit full detail vs. landing/external shop.","85",""
"https://www.arctic-spas.cz/kyslikova-koupel.php","https://www.arctic-spas.cz/kyslikova-koupel.php","200","text/html","Venkovní vířivky Arctic Spas","Nová modelová řada CUSTOM","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Prodej kanadských vířivek s nejefektivnějším provozem. Venkovní vířivky pro celoroční použití na terase, zahradě, pod střechou i pod širým nebem. Prodejna Brno.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/odkazy.php","https://www.arctic-spas.cz/odkazy.php","200","text/html","Odkazy - Arctic Spas","Odkazy na výrobce, prodejce a další","Kontakty na výrobce a prodejce vířivek Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","94",""
"https://www.arctic-spas.cz/on-spa.php","https://www.arctic-spas.cz/on-spa.php","200","text/html","OnSpa® - dálkové ovládání vířivky - Arctic Spas","OnSpa © dálkové ovládání","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Dálkové ovládání vířivky, aplikace do mobilu pro monitorování a ovládání vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/onzen.php","https://www.arctic-spas.cz/onzen.php","200","text/html","Onzen™ - systém slané vody","Onzen™ slaná voda ve vířivce","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Úprava vody ve vířivce pomocí elektrolýzy slané vody.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","115",""
"https://www.arctic-spas.cz/operky-hlavy.php","https://www.arctic-spas.cz/operky-hlavy.php","200","text/html","Opěrky hlavy - Arctic Spas","Nastavitelné opěrky hlavy","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Nastavitelné opěrky hlavy ve vířivkách Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/operky-hlavy-core.php","https://www.arctic-spas.cz/operky-hlavy-core.php","200","text/html","Opěrky hlavy - Arctic Spas","Opěrky hlavy","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Opěrky hlavy ve vířivkách Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/ozonova-desinfekce-peak.php","https://www.arctic-spas.cz/ozonova-desinfekce-peak.php","200","text/html","Peak - ozónová desinfekce","Systém Peak Ozone","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Osvětlení vířivky, možnosti.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/ozonova-uv-desinfekce.php","https://www.arctic-spas.cz/ozonova-uv-desinfekce.php","200","text/html","Aquanova - ozónová a UV desinfekce","Aquanova systém UV / OZON","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Osvětlení vířivky, možnosti.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/plavaci-systemy.php","https://www.arctic-spas.cz/plavaci-systemy.php","200","text/html","Systémy pro plavání ve swimspa","Systémy pro plavání","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Protiproudy a plavací systémy ve swimspa.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/podlaha-everlast.php","https://www.arctic-spas.cz/podlaha-everlast.php","200","text/html","Podlaha Everlast - vířivky Arctic Spas","Podlaha Everlast™","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis podlahy vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
